Customer_ID,Cus_Fname,Cus_Lname,Cus_zipcode,Cus_city,Cus_State,Cus_Region ,Cus_Salary,Cus_Gender,Cus_Age,Cus_Style,Cus_Email,Cus_career,Cus_tel
1-932-5799-41,Kai,Manning,95035,Sacramento,California,Western,"46,601.00",M,64,medium,Kai.Manning@ google.com,Hairdresser,1-009-351-076
4-246-4023-72,Pablo,Haynes,94533,Santa Ana,California,Western,"53,771.00",M,57,fast ,Pablo.Haynes@ google.com,Computer Programmer,1-861-017-525
5-697-9536-95,Chase,Romero,98682,Washington,District of Columbia,Northeastern,"52,787.00",M,66,fast,Chase.Romero@ google.com,Paramedic,1-607-292-898
2-917-1111-79,Keegan,Ritter,92704,Sacramento,California,Western,"44,143.00",M,67,slow,Keegan.Ritter@ google.com,Anthropologist,1-982-800-750
0-046-0054-60,Killian,Johnson,85224,Chandler,Arizona,Southwestern,"41,681.00",M,53,slow,Killian.Johnson@ google.com,Dancer,1-017-920-859
4-469-6113-06,Matthew,Solomon,93727,Chula Vista,California,Western,"46,003.00",M,62,slow,Matthew.Solomon@ google.com,Housekeeper,1-903-966-745
0-693-7475-52,Jett,Roberts,85212,Mesa,Arizona,Southwestern,"59,857.00",F,38,fast,Jett.Roberts@ google.com,Librarian,1-752-856-469
2-651-7068-26,Amare,Barnes,85708,Tucson,Arizona,Southwestern,"21,107.00",F,27,medium,Amare.Barnes@ google.com,Judge,1-546-185-373
2-506-8130-88,Jamal,Phillips,7188,Newark,New Jersey,Northeastern,"39,772.00",F,69,medium,Jamal.Phillips@ google.com,Psychologist,1-995-611-382
5-339-3211-21,Marques,Fernandez,78613,Dallas,Texas,Southwestern,"35,659.00",F,31,fast,Marques.Fernandez@ google.com,Respiratory Therapist,1-533-431-486
4-993-7326-61,Quentin,English,27517,Durham,North Carolina,Southeastern,"64,262.00",M,47,medium,Quentin.English@ google.com,Radiologic Technologist,1-834-494-899
0-114-3761-35,Carter,Hines,78542,El Paso,Texas,Southwestern,"7,556.00",F,41,medium,Carter.Hines@ google.com,Recreational Therapist,1-248-121-759
7-011-7519-20,Jaydin,Conley,85246,Chandler,Arizona,Southwestern,"5,179.00",M,27,fast,Jaydin.Conley@ google.com,Dental Hygienist,1-172-288-459
9-072-8185-38,Damon,Lindsey,93535,Anaheim,California,Western,"25,515.00",M,47,medium,Damon.Lindsey@ google.com,Referee,1-370-533-121
7-870-0433-87,Liam,Rocha,90796,San Jose,California,Western,"66,383.00",F,59,medium,Liam.Rocha@ google.com,College Professor,1-442-504-125
3-020-6652-97,Avery,Becker,99503,Anchorage,Alaska,Western,"65,929.00",F,34,medium,Avery.Becker@ google.com,Elementary School Teacher,1-672-562-213
5-870-9186-77,Giovanni,Hunter,74014,Tulsa,Oklahoma,Southwestern,"62,467.00",F,59,fast,Giovanni.Hunter@ google.com,Zoologist,1-980-211-952
5-066-5995-50,Willie,Hudson,46815,Fort Wayne,Indiana,MidWestern,"5,469.00",F,32,slow,Willie.Hudson@ google.com,Firefighter,1-376-658-127
3-476-4768-15,Alan,Brewer,23321,Chesapeake,Virginia,Southeastern,"33,693.00",M,67,fast,Alan.Brewer@ google.com,Social Worker,1-213-762-712
9-398-4014-87,Patrick,Porter,93257,Bakersfield,California,Western,"51,837.00",M,51,medium,Patrick.Porter@ google.com,Patrol Officer,1-231-955-705
8-849-1139-34,Salvador,Owens,64030,Kansas City,Missouri,Southeastern,"16,700.00",F,37,medium,Salvador.Owens@ google.com,IT Manager,1-456-752-617
0-616-8462-97,Fabian,Lang,78130,Laredo,Texas,Southwestern,"51,945.00",F,41,fast,Fabian.Lang@ google.com,Secretary,1-500-600-127
6-121-2993-29,Savion,Mayo,93274,Sacramento,California,Western,"55,044.00",M,37,medium,Savion.Mayo@ google.com,Electrical Engineer,1-674-007-544
2-931-1270-85,Phillip,Fletcher,98208,Washington,District of Columbia,Northeastern,"23,461.00",M,61,fast ,Phillip.Fletcher@ google.com,Historian,1-615-001-337
8-376-4730-13,Zackary,Khan,27703,Durham,North Carolina,Southeastern,"20,379.00",M,30,fast,Zackary.Khan@ google.com,Auto Mechanic,1-942-437-495
5-528-0999-83,Donald,Michael,46816,Fort Wayne,Indiana,MidWestern,"33,322.00",M,38,slow,Donald.Michael@ google.com,Paralegal,1-180-883-554
4-542-1734-70,Lance,Wise,32802,Orlando,Florida,Southeastern,"9,926.00",F,37,slow,Lance.Wise@ google.com,Statistician,1-865-063-791
7-941-1771-42,Maxwell,Myers,80014,Denver,Colorado,Western,"57,966.00",F,31,slow,Maxwell.Myers@ google.com,Farmer,1-641-034-347
5-406-0077-84,Will,Torres,23503,Norfolk,Virginia,Southeastern,"42,065.00",F,26,fast,Will.Torres@ google.com,Childcare worker,1-658-231-765
2-169-7091-65,Memphis,Buck,21206,Baltimore,Maryland,Northeastern,"66,652.00",M,54,medium,Memphis.Buck@ google.com,Chef,1-812-845-049
3-675-1715-01,Cooper,Frost,91709,Bakersfield,California,Western,"49,215.00",F,56,medium,Cooper.Frost@ google.com,Security Guard,1-231-416-719
4-014-6536-17,Branden,Goodwin,33013,Hialeah,Florida,Southeastern,"27,466.00",M,31,fast,Branden.Goodwin@ google.com,Mason,1-029-897-512
2-120-3689-40,Leroy,Murillo,68101,Omaha,Nebraska,MidWestern,"47,596.00",M,70,medium,Leroy.Murillo@ google.com,Truck Driver,1-016-322-231
1-202-0496-75,Conrad,Allison,22209,Arlington,Virginia,Southeastern,"69,820.00",M,37,medium,Conrad.Allison@ google.com,Epidemiologist,1-520-739-891
3-669-7260-49,Brett,Jacobson,73008,Oklahoma City,Oklahoma,Southwestern,"66,356.00",F,61,medium,Brett.Jacobson@ google.com,Occupational Therapist,1-047-082-589
4-948-6717-90,Robert,Greer,53558,Madison,Wisconsin,MidWestern,"54,051.00",F,37,fast,Robert.Greer@ google.com,Market Research Analyst,1-926-097-032
5-231-0229-02,Darryl,Lucas,70032,New Orleans,Louisiana,Southeastern,"10,927.00",F,59,slow,Darryl.Lucas@ google.com,Marriage & Family Therapist,1-129-065-237
6-382-6829-52,Demarion,Farrell,78666,El Paso,Texas,Southwestern,"8,366.00",M,35,fast,Demarion.Farrell@ google.com,Court Reporter,1-266-006-537
9-986-1024-52,Karter,Duke,22225,Arlington,Virginia,Southeastern,"33,373.00",M,27,medium,Karter.Duke@ google.com,Landscape Architect,1-248-703-384
6-815-1277-03,Hector,Roth,14201,Buffalo,New York,Northeastern,"13,711.00",M,35,slow,Hector.Roth@ google.com,Physicist,1-799-912-246
7-660-4813-60,Derrick,Wong,38088,Memphis,Tennessee,Southeastern,"17,329.00",M,63,slow,Derrick.Wong@ google.com,Physician,1-744-156-954
8-928-5414-20,Guillermo,Gould,7102,Newark,New Jersey,Northeastern,"53,154.00",M,36,slow,Guillermo.Gould@ google.com,Budget analyst,1-464-007-487
4-915-2671-93,Jaime,Berg,73026,Oklahoma City,Oklahoma,Southwestern,"8,239.00",M,28,slow,Jaime.Berg@ google.com,Real Estate Agent,1-898-101-622
9-460-7567-37,Roman,Petersen,91335,San Jose,California,Western,"44,158.00",M,37,fast,Roman.Petersen@ google.com,Mathematician,1-435-809-866
5-444-4346-84,James,Ryan,22240,Arlington,Virginia,Southeastern,"56,132.00",M,62,medium,James.Ryan@ google.com,Mechanical Engineer,1-291-692-345
0-678-2698-59,Isai,Estes,70801,Baton Rouge,Louisiana,Southeastern,"33,770.00",F,44,medium,Isai.Estes@ google.com,Surveyor,1-548-700-542
2-770-2976-67,Gregory,Branch,85216,Mesa,Arizona,Southwestern,"68,464.00",F,60,medium,Gregory.Branch@ google.com,Automotive mechanic,1-890-105-389
0-292-6651-10,Mekhi,Cruz,63105,St. Louis,Missouri,Southeastern,"29,934.00",F,48,fast,Mekhi.Cruz@ google.com,Desktop publisher,1-679-272-644
0-312-4857-18,Maximilian,Bradford,33142,Hialeah,Florida,Southeastern,"21,176.00",F,45,slow,Maximilian.Bradford@ google.com,Event Planner,1-141-493-808
0-340-1613-51,Darnell,Stout,43605,Toledo,Ohio,MidWestern,"19,582.00",M,51,fast,Darnell.Stout@ google.com,Electrician,1-046-378-376
9-419-7007-36,Tripp,Randall,11026,North Hempstead,New York,Northeastern,"33,544.00",M,31,medium,Tripp.Randall@ google.com,Computer Systems Analyst,1-929-995-442
3-971-1494-74,Hassan,Stevenson,74015,Tulsa,Oklahoma,Southwestern,"6,985.00",M,31,slow,Hassan.Stevenson@ google.com,Insurance Agent,1-146-202-614
7-698-2195-19,Maximo,Jarvis,27513,Raleigh,North Carolina,Southeastern,"39,091.00",M,54,slow,Maximo.Jarvis@ google.com,Compliance Officer,1-714-777-267
3-658-5228-20,Marc,Wall,92126,Anaheim,California,Western,"49,979.00",F,44,slow,Marc.Wall@ google.com,Teacher Assistant,1-863-539-773
8-505-3100-56,Kane,Mathews,23507,Norfolk,Virginia,Southeastern,"52,779.00",F,29,fast,Kane.Mathews@ google.com,Financial Advisor,1-678-984-727
5-072-4892-01,Agustin,Stafford,85214,Mesa,Arizona,Southwestern,"52,630.00",F,30,medium,Agustin.Stafford@ google.com,Computer Hardware Engineer,1-468-467-803
4-571-4377-12,Aaron,Chung,37011,Nashville-Davidson,Tennessee,Southeastern,"12,680.00",F,35,medium,Aaron.Chung@ google.com,Art Director,1-793-241-227
3-976-7534-95,Bryce,Maddox,87105,Albuquerque,New Mexico,Southwestern,"37,556.00",F,32,fast,Bryce.Maddox@ google.com,Construction Manager,1-410-684-134
2-248-3072-52,Wayne,James,23325,Chesapeake,Virginia,Southeastern,"10,000.00",F,54,medium,Wayne.James@ google.com,Civil Engineer,1-990-514-325
3-199-5805-69,Zack,Nolan,68502,Lincoln,Nebraska,MidWestern,"17,095.00",F,57,fast ,Zack.Nolan@ google.com,Police Officer,1-184-605-053
6-664-4374-63,Harper,Shaw,94544,San Bernardino,California,Western,"36,303.00",M,54,fast,Harper.Shaw@ google.com,Interpreter & Translator,1-186-297-949
0-352-9750-37,Axel,Davidson,48204,Detroit,Michigan,MidWestern,"33,837.00",F,59,slow,Axel.Davidson@ google.com,Receptionist,1-871-968-005
7-922-0890-97,Jacob,Eaton,33010,Hialeah,Florida,Southeastern,"37,238.00",M,47,slow,Jacob.Eaton@ google.com,Economist,1-365-322-654
3-769-9345-13,Darius,Craig,74107,Tulsa,Oklahoma,Southwestern,"46,834.00",F,45,slow,Darius.Craig@ google.com,Recreation & Fitness Worker,1-833-370-798
8-097-1295-54,Jaylan,Duarte,46825,Fort Wayne,Indiana,MidWestern,"37,779.00",M,39,fast,Jaylan.Duarte@ google.com,Architect,1-018-562-435
4-473-7252-30,Kendall,Benton,85225,Chandler,Arizona,Southwestern,"57,015.00",F,48,medium,Kendall.Benton@ google.com,Clinical Laboratory Technician,1-922-090-146
9-337-5264-05,Xzavier,Oneal,80123,Denver,Colorado,Western,"32,466.00",M,30,medium,Xzavier.Oneal@ google.com,Human Resources Assistant,1-215-450-409
0-590-0294-93,Ulises,Ellison,55414,Minneapolis,Minnesota,MidWestern,"66,010.00",F,44,fast,Ulises.Ellison@ google.com,HR Specialist,1-874-439-219
9-708-5075-32,Chad,Coleman,92563,Chula Vista,California,Western,"38,162.00",M,51,medium,Chad.Coleman@ google.com,Plumber,1-145-818-022
7-620-4641-02,Dustin,Daniels,77379,San Antonio,Texas,Southwestern,"62,571.00",F,30,medium,Dustin.Daniels@ google.com,Painter,1-169-788-283
6-593-4810-00,Kellen,Griffith,30304,Atlanta,Georgia,Southeastern,"22,580.00",M,70,slow,Kellen.Griffith@ google.com,Executive Assistant,1-380-264-185
1-965-9895-20,Cornelius,Robbins,38105,Memphis,Tennessee,Southeastern,"54,645.00",F,41,fast,Cornelius.Robbins@ google.com,Photographer,1-204-762-206
0-390-2886-84,Cordell,Powers,32034,Jacksonville,Florida,Southeastern,"52,889.00",M,30,medium,Cordell.Powers@ google.com,Systems Analyst,1-875-101-240
6-976-6669-04,Dereon,Gonzales,91910,Fresno,California,Western,"40,246.00",F,32,fast ,Dereon.Gonzales@ google.com,Substance Abuse Counselor,1-219-757-914
4-365-7206-31,Emiliano,Mills,89002,Henderson,Nevada,Western,"23,213.00",M,68,fast,Emiliano.Mills@ google.com,Pharmacist,1-298-976-882
6-032-1985-35,Layton,Wilkinson,90003,Riverside,California,Western,"7,863.00",F,64,slow,Layton.Wilkinson@ google.com,Artist,1-196-646-715
7-381-1757-13,Howard,Simmons,46855,Fort Wayne,Indiana,MidWestern,"40,987.00",M,59,slow,Howard.Simmons@ google.com,Actuary,1-872-554-314
6-052-3185-32,Douglas,Mahoney,2112,Boston,Massachusetts,New England,"47,928.00",F,51,slow,Douglas.Mahoney@ google.com,Database administrator,1-230-345-569
3-193-8569-91,Jorge,David,75035,San Antonio,Texas,Southwestern,"16,540.00",M,70,slow,Jorge.David@ google.com,Middle School Teacher,1-860-041-952
4-876-0014-15,Aydin,Acosta,70805,Baton Rouge,Louisiana,Southeastern,"69,936.00",F,47,fast,Aydin.Acosta@ google.com,Editor,1-438-955-161
0-559-1855-39,Brooks,Fuentes,43054,Columbus,Ohio,MidWestern,"64,668.00",F,58,medium,Brooks.Fuentes@ google.com,Environmental scientist,1-672-309-282
5-328-7391-53,Madden,Hamilton,64102,Kansas City,Missouri,Southeastern,"54,814.00",M,67,medium,Madden.Hamilton@ google.com,Registered Nurse,1-626-780-293
9-983-6158-71,Ronnie,Thompson,73064,Oklahoma City,Oklahoma,Southwestern,"44,559.00",M,46,medium,Ronnie.Thompson@ google.com,High School Teacher,1-725-901-881
1-554-4709-88,Albert,Lamb,14617,Rochester,New York,Northeastern,"5,159.00",M,31,fast,Albert.Lamb@ google.com,Software Developer,1-801-079-740
7-755-9620-03,Anton,Banks,38109,Memphis,Tennessee,Southeastern,"43,230.00",M,46,slow,Anton.Banks@ google.com,Logistician,1-638-201-051
8-955-1910-83,Allen,Sloan,68069,Omaha,Nebraska,MidWestern,"5,189.00",M,59,fast,Allen.Sloan@ google.com,Bookkeeping clerk,1-698-543-151
3-445-7239-44,Jeffrey,Guerrero,55105,St. Paul,Minnesota,MidWestern,"61,306.00",M,25,medium,Jeffrey.Guerrero@ google.com,Computer Systems Administrator,1-691-453-571
3-895-5383-20,Kelton,Mcintosh,83701,Boise,Idaho,Western,"26,073.00",M,39,slow,Kelton.Mcintosh@ google.com,Veterinarian,1-729-254-650
4-639-7139-24,Shamar,Mcconnell,30308,Atlanta,Georgia,Southeastern,"56,581.00",F,29,slow,Shamar.Mcconnell@ google.com,Preschool Teacher,1-788-681-919
2-535-4234-12,Solomon,Pace,98101,Seattle,Washington,Northeastern,"39,230.00",F,40,slow,Solomon.Pace@ google.com,Sports Coach,1-338-579-562
6-132-3664-99,Alec,Spears,70809,Baton Rouge,Louisiana,Southeastern,"24,564.00",F,34,fast,Alec.Spears@ google.com,Mason,1-048-831-177
6-287-5535-73,Rylee,Booker,80208,Denver,Colorado,Western,"61,845.00",F,43,medium,Rylee.Booker@ google.com,Medical Assistant,1-831-784-457
0-113-0000-67,Cade,Bird,92880,San Diego,California,Western,"51,676.00",M,50,medium,Cade.Bird@ google.com,Elementary School Teacher,1-308-849-147
4-381-6726-07,Keagan,Russell,78641,Houston,Texas,Southwestern,"37,497.00",M,32,fast,Keagan.Russell@ google.com,Bus Driver,1-957-706-712
8-068-5542-98,Chaim,Cannon,22350,Arlington,Texas,Southwestern,"60,438.00",F,27,medium,Chaim.Cannon@ google.com,Childcare worker,1-494-649-546
6-284-5687-07,Zaire,Stone,33014,Hialeah,Florida,Southeastern,"53,063.00",M,69,fast ,Zaire.Stone@ google.com,Computer Programmer,1-837-027-284
6-469-4054-03,Bentley,Clements,37013,Nashville-Davidson,Tennessee,Southeastern,"31,797.00",F,50,fast,Bentley.Clements@ google.com,Compliance Officer,1-180-134-222
4-330-1018-58,Bruno,Klein,36103,Montgomery,Alabama,Southeastern,"48,967.00",M,35,slow,Bruno.Klein@ google.com,Real Estate Agent,1-309-712-313
9-560-2917-78,Wilson,Marshall,85712,Tucson,Arizona,Southwestern,"40,086.00",F,59,slow,Wilson.Marshall@ google.com,Lawyer,1-570-664-694
1-989-5677-12,Remington,Cline,85701,Tucson,Arizona,Southwestern,"8,725.00",M,62,slow,Remington.Cline@ google.com,Electrical Engineer,1-187-828-035
0-253-9599-79,Zain,Gill,80019,Denver,Colorado,Western,"41,431.00",F,70,fast,Zain.Gill@ google.com,Firefighter,1-465-873-812
2-573-0130-95,Khalil,Carroll,73084,Oklahoma City,Oklahoma,Southwestern,"24,355.00",M,67,medium,Khalil.Carroll@ google.com,Editor,1-762-002-732
0-609-9558-47,Conor,Hawkins,67210,Wichita,Kansas,MidWestern,"27,948.00",F,26,medium,Conor.Hawkins@ google.com,Environmental scientist,1-049-373-288
8-916-9386-84,Manuel,Franco,93306,Sacramento,California,Western,"69,630.00",M,28,fast,Manuel.Franco@ google.com,Court Reporter,1-191-040-320
6-298-5650-60,Jadyn,Glass,85005,Phoenix,Arizona,Southwestern,"16,044.00",F,70,medium,Jadyn.Glass@ google.com,Dental Hygienist,1-441-926-386
8-907-0130-76,Ryland,Hester,87109,Albuquerque,New Mexico,Southwestern,"60,792.00",M,56,medium,Ryland.Hester@ google.com,Photographer,1-630-522-506
5-685-1185-93,Kaiden,Mccoy,43612,Toledo,Ohio,MidWestern,"65,377.00",F,28,medium,Kaiden.Mccoy@ google.com,Medical Secretary,1-782-730-558
8-645-8200-74,Jarrett,Briggs,46859,Fort Wayne,Indiana,MidWestern,"9,452.00",M,36,fast,Jarrett.Briggs@ google.com,Dentist,1-144-242-725
4-131-1251-78,Nehemiah,Turner,60639,Chicago,Illinois,MidWestern,"68,306.00",M,42,slow,Nehemiah.Turner@ google.com,Police Officer,1-494-081-928
2-845-5507-24,Dallas,Pratt,85274,Mesa,Arizona,Southwestern,"7,091.00",M,48,fast,Dallas.Pratt@ google.com,Painter,1-269-345-931
5-630-0934-55,Ronan,Mason,74114,Tulsa,Oklahoma,Southwestern,"65,396.00",F,54,medium,Ronan.Mason@ google.com,Middle School Teacher,1-327-964-943
9-425-7777-14,Adolfo,Esparza,95630,Anaheim,California,Western,"58,577.00",F,45,medium,Adolfo.Esparza@ google.com,Zoologist,1-867-478-637
1-450-7423-26,Leonard,Paul,98105,Seattle,Washington,Northeastern,"34,528.00",F,49,fast,Leonard.Paul@ google.com,Chemist,1-023-648-903
5-366-8157-18,London,Giles,83705,Boise,Idaho,Western,"33,761.00",M,70,medium,London.Giles@ google.com,Reporter,1-780-624-266
3-628-5989-93,Nicolas,Morse,92805,Modesto,California,Western,"36,778.00",M,36,fast ,Nicolas.Morse@ google.com,Financial Advisor,1-612-569-660
7-835-5213-37,Philip,Yang,80010,Aurora,Colorado,Western,"11,589.00",F,69,fast,Philip.Yang@ google.com,Architect,1-127-017-372
1-108-1938-72,Davis,Kent,27711,Durham,North Carolina,Southeastern,"53,016.00",M,52,slow,Davis.Kent@ google.com,Desktop publisher,1-389-060-125
3-424-1420-28,Noel,Burke,7399,Jersey City,New Jersey,Northeastern,"49,035.00",F,39,slow,Noel.Burke@ google.com,Security Guard,1-206-056-764
3-804-1494-60,Tyrone,Salinas,11053,North Hempstead,New York,Northeastern,"22,055.00",M,41,slow,Tyrone.Salinas@ google.com,Designer,1-125-356-220
1-365-1644-63,Jordon,Riddle,70043,New Orleans,Louisiana,Southeastern,"13,037.00",F,41,fast,Jordon.Riddle@ google.com,Human Resources Assistant,1-817-191-680
1-089-6048-79,Bryan,Tran,33125,Miami,Florida,Southeastern,"61,727.00",F,34,medium,Bryan.Tran@ google.com,High School Teacher,1-440-303-344
8-944-3646-88,Nicholas,Kaiser,55407,Minneapolis,Minnesota,MidWestern,"13,034.00",M,61,medium,Nicholas.Kaiser@ google.com,Computer Systems Administrator,1-508-617-476
7-282-7776-58,Damion,Parks,27715,Durham,North Carolina,Southeastern,"58,799.00",F,51,fast,Damion.Parks@ google.com,Landscaper & Groundskeeper,1-885-408-234
4-923-4710-75,Bobby,Gallegos,19093,Philadelphia,Pennsylvania,Northeastern,"27,960.00",F,64,medium,Bobby.Gallegos@ google.com,Fitness Trainer,1-962-553-810
6-310-5782-22,Emmanuel,Gamble,91706,Bakersfield,California,Western,"16,384.00",F,45,medium,Emmanuel.Gamble@ google.com,Psychologist,1-378-776-674
2-595-6305-81,Irvin,Chaney,79912,Austin,Texas,Southwestern,"15,011.00",F,68,medium,Irvin.Chaney@ google.com,Librarian,1-859-276-490
8-355-7719-42,Reilly,Dickerson,19050,Philadelphia,Pennsylvania,Northeastern,"35,058.00",F,35,fast,Reilly.Dickerson@ google.com,Physical Therapist,1-299-304-767
9-707-4212-81,Dakota,Little,92553,Sacramento,California,Western,"58,597.00",M,30,slow,Dakota.Little@ google.com,Loan Officer,1-006-282-486
5-364-1934-98,Odin,Lin,23450,Virginia Beach, Virginia,Southeastern,"32,649.00",M,68,fast,Odin.Lin@ google.com,Referee,1-975-311-981
3-540-5374-01,Parker,Barber,14613,Rochester,New York,Northeastern,"54,345.00",F,32,medium,Parker.Barber@ google.com,Personal Care Aide,1-347-749-422
5-046-5697-85,Jaidyn,Pruitt,85705,Tucson,Arizona,Southwestern,"50,390.00",M,61,slow,Jaidyn.Pruitt@ google.com,Drafter,1-211-963-290
2-442-8112-47,Jefferson,Hooper,7395,Jersey City,New Jersey,Northeastern,"23,380.00",F,44,slow,Jefferson.Hooper@ google.com,Janitor,1-671-238-786
6-926-3811-13,Levi,Sanders,33129,Miami,Florida,Southeastern,"17,603.00",M,44,slow,Levi.Sanders@ google.com,Artist,1-764-025-602
6-048-0366-16,Eric,Ramos,93536,Modesto,California,Western,"31,993.00",F,69,slow,Eric.Ramos@ google.com,Massage Therapist,1-881-331-733
9-718-0873-86,Asa,Moss,77459,Laredo,Texas,Southwestern,"17,467.00",M,45,fast,Asa.Moss@ google.com,Respiratory Therapist,1-931-668-441
9-956-0538-64,Rhett,Lawson,85009,Phoenix,Arizona,Southwestern,"15,821.00",F,38,medium,Rhett.Lawson@ google.com,Landscape Architect,1-661-182-612
5-380-8636-43,Brian,Page,83709,Boise,Idaho,Western,"65,049.00",M,33,medium,Brian.Page@ google.com,Recreational Therapist,1-122-445-862
8-075-6865-70,Isiah,Hodge,53701,Madison,Wisconsin,MidWestern,"49,825.00",F,52,medium,Isiah.Hodge@ google.com,Computer Support Specialist,1-763-946-818
8-752-4375-62,Yandel,Mcdonald,77083,Laredo,Texas,Southwestern,"59,763.00",M,59,fast,Yandel.Mcdonald@ google.com,Actor,1-476-239-868
4-883-4795-78,Eliezer,Thomas,44223,Akron,Ohio,MidWestern,"56,711.00",F,37,slow,Eliezer.Thomas@ google.com,Epidemiologist,1-530-571-494
2-749-8202-39,Dillon,Owen,55415,Minneapolis,Minnesota,MidWestern,"47,040.00",M,56,fast,Dillon.Owen@ google.com,Registered Nurse,1-369-806-083
1-545-9547-67,Amari,Mcdaniel,11724,Huntington,New York,Northeastern,"17,721.00",F,38,medium,Amari.Mcdaniel@ google.com,Software Developer,1-308-717-509
7-773-6113-59,Rene,Hubbard,53705,Madison,Wisconsin,MidWestern,"57,338.00",F,29,slow,Rene.Hubbard@ google.com,Recreation & Fitness Worker,1-362-697-928
1-828-6115-98,David,Mcpherson,53209,Milwaukee,Wisconsin,MidWestern,"53,101.00",M,26,slow,David.Mcpherson@ google.com,Chef,1-029-568-280
6-502-6127-17,Edgar,Villarreal,55114,St. Paul,Minnesota,MidWestern,"7,390.00",F,70,slow,Edgar.Villarreal@ google.com,Event Planner,1-220-257-274
8-796-3320-20,Ellis,Cox,27545,Raleigh,North Carolina,Southeastern,"20,003.00",M,60,fast,Ellis.Cox@ google.com,Paramedic,1-117-813-490
1-046-3326-24,Jayce,Mann,11740,Huntington,New York,Northeastern,"61,050.00",F,36,medium,Jayce.Mann@ google.com,Urban Planner,1-274-835-160
6-352-6920-28,Aaden,Barry,76063,San Antonio,Texas,Southwestern,"13,229.00",F,49,medium,Aaden.Barry@ google.com,Systems Analyst,1-644-116-772
1-614-4224-31,Davin,Wilcox,78572,Corpus Christi,Texas,Southwestern,"35,097.00",M,63,fast,Davin.Wilcox@ google.com,Musician,1-586-932-950
7-049-8677-47,Javier,Lewis,23454,Virginia Beach,Virginia,Southeastern,"27,922.00",M,29,medium,Javier.Lewis@ google.com,Pharmacist,1-702-749-974
4-523-7705-79,Lincoln,Patton,92105,Bakersfield,California,Western,"43,375.00",M,40,fast ,Lincoln.Patton@ google.com,Logistician,1-410-933-485
7-660-7022-11,Dean,Howard,37027,Nashville-Davidson,Tennessee,Southeastern,"40,989.00",M,33,fast,Dean.Howard@ google.com,Construction Manager,1-625-464-296
2-700-7527-65,Jovanni,Weber,87113,Albuquerque,New Mexico,Southwestern,"15,948.00",M,43,slow,Jovanni.Weber@ google.com,School Psychologist,1-235-943-153
3-579-7606-00,Dwayne,Barker,53711,Madison,Wisconsin,MidWestern,"52,594.00",M,43,slow,Dwayne.Barker@ google.com,IT Manager,1-305-121-392
5-686-4562-81,Deacon,Park,93056,Oakland,California,Western,"30,099.00",M,36,slow,Deacon.Park@ google.com,Food Scientist,1-575-757-161
3-504-8588-63,Beau,Williamson,55483,Minneapolis,Minnesota,MidWestern,"13,760.00",F,51,fast,Beau.Williamson@ google.com,Speech-Language Pathologist,1-157-796-908
4-053-6898-77,Alberto,Wheeler,15106,Pittsburgh,Pennsylvania,Northeastern,"5,609.00",F,31,medium,Alberto.Wheeler@ google.com,Maintenance & Repair Worker,1-511-280-479
0-652-3083-61,Darren,Li,22245,Arlington,Virginia,Southeastern,"5,307.00",F,39,medium,Darren.Li@ google.com,Mechanical Engineer,1-575-291-373
7-988-2556-04,Joshua,Avery,80907,Colorado Springs,Colorado,Western,"29,889.00",F,28,medium,Joshua.Avery@ google.com,Web Developer,1-825-752-920
9-392-2809-65,Braden,Hanson,21210,Baltimore,Maryland,Northeastern,"45,888.00",M,41,fast,Braden.Hanson@ google.com,Electrician,1-774-345-195
7-212-5791-35,Prince,Wyatt,67213,Wichita,Kansas,MidWestern,"32,924.00",M,29,slow,Prince.Wyatt@ google.com,Surveyor,1-866-604-739
2-002-4066-17,Aiden,Dyer,21214,Baltimore,Maryland,Northeastern,"37,205.00",F,62,fast,Aiden.Dyer@ google.com,Housekeeper,1-305-207-498
8-647-3399-27,Immanuel,Pena,48208,Detroit,Michigan,MidWestern,"8,497.00",M,34,medium,Immanuel.Pena@ google.com,Substance Abuse Counselor,1-057-877-584
0-439-8293-17,Raymond,Hickman,99208,Washington,District of Columbia,Northeastern,"49,866.00",F,30,medium,Raymond.Hickman@ google.com,Professional athlete,1-005-303-943
3-242-0656-44,Dominick,Yates,22227,Arlington,Virginia,Southeastern,"37,029.00",M,25,fast,Dominick.Yates@ google.com,Truck Driver,1-216-143-574
1-693-6909-18,Maximus,Snyder,85248,Chandler,Arizona,Southwestern,"26,459.00",F,33,medium,Maximus.Snyder@ google.com,Cashier,1-622-625-209
0-922-3740-73,Ian,Mcknight,68503,Lincoln,Nebraska,MidWestern,"64,512.00",M,28,fast ,Ian.Mcknight@ google.com,Market Research Analyst,1-560-458-489
1-955-3709-21,Rayan,Levine,94536,Long Beach,California,Western,"5,340.00",F,31,fast,Rayan.Levine@ google.com,Secretary,1-488-011-672
0-316-9754-53,Kyan,Cummings,53216,Milwaukee,Wisconsin,MidWestern,"30,738.00",M,55,slow,Kyan.Cummings@ google.com,Art Director,1-353-709-974
3-201-7608-99,Cristian,Horne,79928,Garland,Texas,Southwestern,"35,963.00",F,58,slow,Cristian.Horne@ google.com,Telemarketer,1-929-933-192
5-284-7644-21,Omari,Cameron,15203,Pittsburgh,Pennsylvania,Northeastern,"40,954.00",M,36,slow,Omari.Cameron@ google.com,Teacher Assistant,1-924-816-925
